,Column0,target_name,RA,DEC,MatchID,MatchRa,MatchDEC,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag
227,6630,167718742,103.21334300000001,-63.554753000000005,167718742,103.21334459219999,-63.5547556289262,0.00980234395628191,20190415,,,133-009512,06525120-6333170,,J065251.19-633317.7,5.286321339342058e+18,29890298.0,,STAR,tmgaia2,tmgaia2,1.58433,0.045541000000000005,-55.123000000000005,0.0390898,gaia2,10.1332,0.021569900000000003,gaia2,273.771167706374,-23.9426445375292,157.761064289222,-83.6860608034546,13.934000000000001,0.031,12.53,0.057,,,,,,,,,,,10.366,0.02,9.75,0.024,9.627,0.023,AAA-222-111-000-0-0,,9.557,0.023,9.62,0.019,9.519,0.027999999999999997,9.538,0.419,12.2022,0.00035299999999999996,11.4475,0.006,gbprp,spect,4253.0,190.34799999999998,4.5923300000000005,0.151918,,,0.680204,0.093417,0.66,0.08339400000000001,2.09713,0.9471799999999999,DWARF,0.13638139999999999,0.01323264,98.4051,0.21045,,,126,0.01621568,,,0.00579899,,,,0.0738196,0.09296839999999999,0.0754181,0.11141600000000002,0.86823,1.02613,0.157155,0.146681,0.00953437,0.016930900000000002,0.21,0.2109,bj2018,156.08700000000002,224.609,spect,12.9378,0.00164,11.3898,0.001248,1,,ucac4,apassdr9,,0.8305941461734649,0.606254866788152,103.213359909452,-63.55499296406779,0.0198777717005452,0.0209754384628607,1,0
229,14533,300243913,109.845937,-68.363561,300243913,109.845940400262,-68.3635634795929,0.0100027024898364,20190415,,,109-013997,07192302-6821488,,J071922.99-682146.3,5.268753033316338e+18,32021360.0,,STAR,tmgaia2,tmgaia2,-19.68,2.0,236.06,2.0,sblink,,,,279.581371358272,-22.5780372046,202.38352861113302,-82.21963345627441,13.605,0.036000000000000004,12.102,0.046,,,,,,,,,,,9.701,0.023,9.088,0.023,8.908,0.021,AAA-222-111-000-0-0,,8.797,0.023,8.855,0.02,8.746,0.021,8.577,0.172,11.6862,0.00037400000000000004,10.8685,0.006,gbprp,spec7,4342.8,,,,,,,,,,,,DWARF,,,87.9825,,,,149,0.01475941,,,,,,,,,,,,,,,,,,,,,,spect,12.5202,0.0020399999999999997,10.8086,0.001393,0,,ucac4,apassdr9,,37.4759461934497,31.0006381129839,109.845710593621,-68.3625471103504,0.173596764343107,0.19890553584947798,-1,0
230,37797,167305895,98.249914,-66.580905,167305895,98.2499099289045,-66.5809073036876,0.0101345809697812,20190415,,,118-012038,06325997-6634512,,J063300.06-663451.7,5.283424057482713e+18,32464232.0,,STAR,tmgaia2,tmgaia2,35.9239,3.19161,-35.9704,3.1917,hsoy,,,,276.64675924607104,-26.5416630718149,184.137903952632,-86.7220274045546,17.108,-0.107,15.875,0.149,,,,,,,,,,,11.19,0.023,10.604000000000001,0.025,10.302999999999999,0.025,AAA-222-111-000-0-0,,10.151,0.023,9.999,0.02,9.843,0.03,9.765,0.46399999999999997,14.3778,0.0007570000000000001,12.9017,0.00726215,cdwrf,cdwrf,3233.0,157.0,4.86643,0.0012216,,,0.357725,0.011288600000000001,0.34312800000000004,0.0206729,7.49563,0.25766700000000003,DWARF,0.01259552,0.0032610490000000002,,,,,248,0.04692088,,,0.0061807730000000005,,,,,,,,,,,,,,,,,,,cdwrf,15.8856,0.001472,12.9897,0.0008119999999999999,0,,ucac4,apassdr9,cooldwarfs_v8,59.1920320860322,49.4718082594058,98.25029908706681,-66.5810621767264,0.19844159251224106,0.21293574831310802,1,0
234,10495,348839628,98.8444,-57.297,348839628,98.8444050778268,-57.2969990053792,0.0105055261611349,20190415,,,164-008237,06352265-5717492,,J063522.62-571747.1,5.484637605943546e+18,27305867.0,,STAR,tmgaia2,tmgaia2,-24.5633,0.0464421,190.583,0.0480039,gaia2,25.5668,0.0249578,gaia2,266.555650764295,-24.668702717519697,118.17532122834,-79.8671339109169,14.392000000000001,0.017,12.849,0.05,,,,,,,,,,,9.586,0.022000000000000002,8.99,0.025,8.715,0.02,AAA-222-111-000-0-0,,8.6,0.023,8.527999999999999,0.02,8.414,0.022000000000000002,8.583,0.242,12.0017,0.0005059999999999999,10.9267,0.00735458,cdwrf,cdwrf,3626.0,157.0,4.75318,0.00741603,,,0.482023,0.0142911,0.48001099999999997,0.0202625,4.28596,0.200454,DWARF,0.03618607,0.00845431,39.069,0.03835,,,127,0.03898945,,,0.01388694,,,,,,,,,,,,,,,,bj2018,,,cdwrf,13.1442,0.0022170000000000002,10.9603,0.001491,1,,cdwrf,apassdr9,cooldwarfs_v8,0.820557627501506,0.7444622388712842,98.8442093315597,-57.2961784398301,0.0217548770640339,0.0244555075809541,1,0
236,1899,55604374,73.65769499999999,-60.23411899999999,55604374,73.6576890406761,-60.2341188210571,0.0106702395409605,20190415,,,149-004744,04543784-6014027,,J045437.81-601403.7,4.761776850338392e+18,29822619.0,,STAR,tmgaia2,tmgaia2,-16.4296,0.0452032,-80.2698,0.0556619,gaia2,11.3202,0.0231804,gaia2,269.726901925551,-37.690097198231,33.3095297172883,-80.3777896935958,14.934000000000001,0.042,13.479000000000001,0.10300000000000001,,,,,,,,,,,10.602,0.022000000000000002,9.942,0.025,9.764,0.02,AAA-222-111-000-0-0,,9.676,0.023,9.7,0.02,9.522,0.027000000000000003,9.253,0.324,12.8021,0.00031099999999999997,11.8337,0.00742627,cdwrf,cdwrf,3849.0,157.0,4.64751,0.0108259,,,0.604384,0.017863499999999997,0.591651,0.020228200000000002,2.67995,0.146216,DWARF,0.07222911,0.01612709,88.1126,0.1813,,,76,0.007650713000000001,,,0.005403441,,,,,,,,,,,,,,,,bj2018,,,cdwrf,13.7606,0.0036729999999999996,11.8458,0.001847,1,,ucac4,apassdr9,cooldwarfs_v8,0.8102796749514499,0.863143604036069,73.6575465539401,-60.2344644272196,0.0213232139022768,0.0257490315171736,1,0
238,18955,179635081,80.527709,-68.712098,179635081,80.5277133810113,-68.71210052608029,0.0107464175846785,20190415,,,107-009618,05220665-6842435,,J052206.60-684243.2,4.658316791953883e+18,33101422.0,,STAR,tmgaia2,tmgaia2,-23.1703,0.0506281,27.6823,0.0538475,gaia2,6.13771,0.028233499999999998,gaia2,279.268497524233,-33.2055623980067,324.842297330438,-85.80909312261541,13.667,0.038,12.65,0.08,,,,,,,,,,,10.914000000000001,0.023,10.444,0.025,10.315,0.02,AAA-222-111-000-0-0,,10.273,0.023,10.345,0.02,10.279000000000002,0.042,9.085,,12.4149,0.000283,11.7848,0.006,rered,spect,4903.26,120.78399999999999,4.3040199999999995,0.0857072,0.014481399999999998,0.1,1.04369,0.06753769999999999,0.8,0.0963812,0.7036859999999999,0.177688,DWARF,0.5672507,0.023324,162.167,0.748,0.345046,0.010628,6482,0.38497259999999994,,,0.002271035,0.011318,0.00993799,schlegel,0.0948918,0.0978707,0.04723719999999999,0.08783819999999999,0.185048,0.170329,0.10351500000000001,0.0678995,0.020899,0.025749,0.745,0.7509999999999999,bj2018,151.61,89.958,spect,12.9601,0.001718,11.7436,0.001116,1,,ucac4,apassdr9,,0.950910576632652,0.8350607367423509,80.5274385985014,-68.71198133862221,0.0256652023925414,0.0266226263658546,1,0
242,20805,150275459,94.837891,-63.404086,150275459,94.8378907672637,-63.4040829469213,0.010997482140911998,20190415,,,133-008196,06192109-6324146,,J061921.11-632415.3,5.477691956632569e+18,29867652.0,,STAR,tmgaia2,tmgaia2,12.432,0.042473000000000004,-61.7174,0.049484600000000004,gaia2,6.8374,0.024861,gaia2,272.915238351803,-27.602563519239396,125.16069211386002,-86.24067668809509,13.050999999999998,0.031,12.082,0.046,,,,,,,,,,,10.465,0.025,10.0,0.025,9.926,0.023,AAA-222-111-000-0-0,,9.862,0.023,9.927,0.02,9.824,0.032,9.264,,11.8764,0.00022999999999999998,11.2901,0.006,rered,spect,4971.29,122.04299999999999,4.57295,0.08895700000000001,0.0663772,0.1,0.775289,0.0503367,0.82,0.102094,1.75963,0.455025,DWARF,0.3307491,0.01318375,145.64,0.531,0.023802700000000003,0.01036134,194,0.03469228,,,0.005215732,0.00967078,0.0110519,schlegel,0.08583500000000001,0.118352,0.054098,0.0465754,0.424646,0.485403,0.0872217,0.09069239999999999,0.0111541,0.015213399999999998,0.529,0.5329999999999999,bj2018,91.8495,152.236,spect,12.3878,0.0015220000000000001,11.2422,0.001031,1,,ucac4,apassdr9,,0.7740678305542059,0.7675445902113209,94.8380103277302,-63.4043486746679,0.020832590620697,0.0286070556851725,1,0
243,23680,176985564,101.89231,-68.415125,176985564,101.892304820331,-68.4151274030182,0.0110405583198267,20190415,,9177-01699-1,108-014462,06473416-6824545,,J064733.99-682453.4,5.279273474104736e+18,32466751.0,,STAR,tmgaia2,tmgaia2,-78.6024,0.0699939,98.3514,0.0483035,gaia2,9.97644,0.028789,gaia2,278.895610408372,-25.437979585303395,207.58323516439302,-85.09340842307341,12.08,0.18100000000000002,11.054,0.016,,,,,,,,,,,9.423,0.024,8.955,0.023,8.853,0.019,AAA-222-111-000-0-0,,8.799,0.023,8.877,0.019,8.818,0.02,8.689,0.161,10.7296,0.0005110000000000001,10.1588,0.006,gbprp,gaia2,4984.0,123.486,4.47279,0.08492000000000001,,,0.8700549999999999,0.0546131,0.82,0.0980257,1.24501,0.31342,DWARF,0.42082390000000003,0.01212615,99.9471,0.2899,,,205,0.01450265,,,0.009303734000000001,,,,0.0745824,0.12146900000000001,0.054576400000000004,0.054649699999999996,0.263266,0.36357399999999995,0.096091,0.073749,0.010283,0.013969299999999999,0.2889,0.2909,bj2018,130.351,116.62100000000001,dered0,11.2289,0.0020629999999999997,10.113999999999999,0.001966,1,,tycho2v3,tycho2b3,,1.31222355725357,0.749207249052576,101.891384879417,-68.4147039481324,0.0315878225569599,0.027449008449596,1,0
251,14473,350857886,90.166719,-54.546845999999995,350857886,90.1667137456701,-54.546847385460204,0.0120522140121267,20190415,,,178-007224,06004001-5432486,,J060040.03-543248.0,5.500377943825759e+18,25180170.0,,STAR,tmgaia2,tmgaia2,-2.53344,3.2772,58.5569,3.27756,hsoy,,,,262.615801332094,-29.003734659036898,90.4645965294824,-77.9858598281027,18.225,0.16899999999999998,17.041,1.133,,,,,,,,,,,12.66,0.024,12.052999999999999,0.027000000000000003,11.782,0.025,AAA-222-111-000-0-0,,11.634,0.022000000000000002,11.472000000000001,0.02,11.353,0.09699999999999999,9.48,,15.9451,0.0014119999999999998,14.3,0.00842923,cdwrf,cdwrf,3292.0,157.0,4.74846,0.00857502,,,0.48739,0.0152999,0.48545600000000005,0.0208903,4.19295,0.214667,DWARF,0.02513548,0.00641025,,,,,82,0.03427762,,,0.001305737,,,,,,,,,,,,,,,,,,,cdwrf,17.1512,0.01094,14.3776,0.0046240000000000005,0,,ucac4,bpbj,cooldwarfs_v8,57.156176203155695,50.8022694562387,90.16669494020641,-54.5465952654735,0.0822094151445886,0.0953370436007193,1,0
252,8447,306893555,121.958703,-69.5326,306893555,121.95869940885001,-69.5326031447923,0.0121904442596716,20190415,,,103-023966,08075008-6931573,,J080750.06-693156.9,5.269773487482384e+18,,,STAR,tmgaia2,tmgaia2,-12.5677,0.075025,37.5313,0.0875907,gaia2,6.7549399999999995,0.0402439,gaia2,282.478853021645,-18.9879919082652,208.49508481829497,-77.8426205442429,18.352999999999998,0.165,16.593,0.08,,,,,,,,,,,12.409,0.027000000000000003,11.780999999999999,0.022000000000000002,11.535,0.021,AAA-222-111-000-0-0,,11.38,0.023,11.257,0.02,11.124,0.063,9.623,,15.2644,0.000627,13.9978,0.00758972,cdwrf,cdwrf,3335.0,157.0,4.74426,0.00799498,,,0.49217299999999997,0.014766999999999999,0.490267,0.020391299999999998,4.11225,0.199297,DWARF,0.02699688,0.006741085,147.416,0.8815,0.049752,0.00024313849999999998,212,0.05613129,,,0.0015601229999999998,0.000241905,0.000244372,schlegel,,,,,,,,,,,0.8759999999999999,0.887,bj2018,,,cdwrf,16.7548,0.0056359999999999995,14.0688,0.0024850000000000002,1,,ucac4,bpbj,cooldwarfs_v8,1.4161065112726101,1.3583489961151498,121.9585446622,-69.5324415517622,0.0382009661594851,0.0433888027929583,1,0
257,939,150323113,95.813036,-61.100913,150323113,95.8130413855823,-61.1009153049817,0.0125158354487178,20190415,,,145-007377,06231512-6106033,,J062315.21-610602.6,5.481550456467646e+18,29870291.0,,STAR,tmgaia2,tmgaia2,63.27,0.0648061,68.3357,0.058659699999999995,gaia2,16.491,0.032170699999999997,gaia2,270.406981847417,-26.8697317951549,117.792014651145,-83.9741676604695,16.613,0.091,15.280999999999999,0.149,,,,,,,,,,,10.975999999999999,0.026000000000000002,10.307,0.025,10.062000000000001,0.021,AAA-222-111-000-0-0,,9.924,0.023,9.834,0.02,9.682,0.032,9.109,0.302,13.8258,0.0005780000000000001,12.5653,0.00745217,cdwrf,cdwrf,3346.0,157.0,4.806780000000001,0.00470574,,,0.42182200000000003,0.0125819,0.41588100000000006,0.0202944,5.54091,0.22545300000000001,DWARF,0.02009356,0.004997484,60.5331,0.1188,,,108,0.01875073,,,0.006177899000000001,,,,,,,,,,,,,,0.1186,0.11900000000000001,bj2018,,,cdwrf,15.3001,0.00367,12.6354,0.001966,1,,ucac4,apassdr9,cooldwarfs_v8,1.16681079833351,0.9097755082505459,95.8136050733852,-61.10062108300071,0.0304942656950711,0.0316344484686625,1,0
258,57462,294754396,71.004173,-66.40100100000001,294754396,71.0041812020775,-66.40099984981461,0.0125250562946055,20190415,,,118-004394,04440099-6624036,,J044401.09-662403.2,4.662589219211976e+18,32429260.0,,STAR,tmgaia2,tmgaia2,52.2386,0.038292599999999996,28.8812,0.0581952,gaia2,16.5986,0.0239709,gaia2,277.627695465037,-37.2930463637554,352.47440376193003,-82.44718006917209,13.905,0.034,12.48,0.092,,,,,,,,,,,9.474,0.024,8.746,0.025,8.579,0.023,AAA-222-111-000-0-0,,8.504,0.023,8.472999999999999,0.02,8.369,0.02,8.134,0.16899999999999998,11.6796,0.0012460000000000001,10.7083,0.00753748,cdwrf,cdwrf,3812.0,157.0,4.5922,0.0120866,,,0.671488,0.0199252,0.642999,0.020269299999999997,2.12371,0.12230799999999999,DWARF,0.08577935,0.019310499999999998,60.1411,0.08735,,,470,0.05452858,,,0.009740656,,,,,,,,,,,,,,,,bj2018,,,cdwrf,12.6779,0.003512,10.7241,0.002317,1,,ucac4,apassdr9,cooldwarfs_v8,0.709653562462063,0.9023745372638551,71.0047430247927,-66.400875501213,0.021574384128279996,0.0250922786290238,1,0
273,25654,33714406,60.367978,-73.69699200000001,33714406,60.3679647998868,-73.6969921581016,0.0133519275403057,20190415,,,082-005579,04012831-7341492,,J040128.28-734148.4,4.629483954881503e+18,33558752.0,,STAR,tmgaia2,tmgaia2,-10.7868,0.0630955,68.3864,0.06572760000000001,gaia2,18.5163,0.0310541,gaia2,287.84287649636,-37.330204256676296,311.313203089691,-77.8636593607765,14.818,0.039,13.642000000000001,0.114,,,,,,,,,,,9.809,0.024,9.174,0.024,8.957,0.021,AAA-222-111-000-0-0,,8.816,0.022000000000000002,8.785,0.019,8.651,0.022000000000000002,8.543,0.20600000000000002,12.4659,0.000388,11.3033,0.00726189,cdwrf,cdwrf,3496.0,157.0,4.68693,0.00982653,,,0.558132,0.0165509,0.552511,0.0202676,3.1778299999999997,0.166349,DWARF,0.04192318,0.01006913,53.9223,0.09095,,,70,0.07501355,,,0.008073021,,,,,,,,,,,,,,0.0908,0.0911,bj2018,,,cdwrf,13.7388,0.002778,11.3525,0.000788,1,,ucac4,apassdr9,cooldwarfs_v8,1.22247057589204,1.01914871110493,60.367799355146296,-73.69669771671958,0.0288211908254601,0.027493446018889003,1,0
290,5498,348894045,105.818352,-61.713778000000005,348894045,105.818356584082,-61.713781328323705,0.0143081662952788,20190415,,,142-008994,07031640-6142496,,J070316.28-614249.0,5.287054030699817e+18,29898925.0,,STAR,tmgaia2,tmgaia2,-78.8599,0.0664656,59.5507,0.05808290000000001,gaia2,13.7722,0.030329200000000004,gaia2,272.163460820602,-22.319144963965897,152.226312343213,-81.6052479471072,16.592,0.091,15.252,0.10300000000000001,,,,,,,,,,,11.179,0.023,10.591,0.025,10.344000000000001,0.021,AAA-222-111-000-0-0,,10.255999999999998,0.024,10.128,0.02,10.049,0.037000000000000005,9.675,0.485,13.9187,0.000356,12.7064,0.00739101,cdwrf,cdwrf,3423.0,157.0,4.79243,0.00554526,,,0.437779,0.0130523,0.43338000000000004,0.0203015,5.1654,0.220124,DWARF,0.02370457,0.00579332,72.458,0.16045,,,148,0.02095196,,,0.005621068000000001,,,,,,,,,,,,,,0.1601,0.1608,bj2018,,,cdwrf,15.2821,0.0035280000000000003,12.7649,0.001675,1,,ucac4,apassdr9,cooldwarfs_v8,1.20048035609649,0.900854497992588,105.817640077261,-61.7135249313439,0.0307507787832434,0.0320286646142915,1,0
306,5565,167088607,95.659472,-69.984045,167088607,95.65948306805402,-69.98404324981941,0.0150232872399777,20190415,30321.0,9168-00305-1,101-017612,06223827-6959025,,J062238.36-695902.2,5.278749385021345e+18,,,STAR,tmgaia2,tmgaia2,26.1001,0.162712,34.0019,0.190888,gaia2,5.04568,0.0932868,gaia2,280.353675122486,-27.8151811140329,241.13847704058,-85.9900604892091,7.053999999999999,0.013999999999999999,5.56,0.03,,,,,,,,,,,2.872,0.228,2.092,0.21,1.88,0.244,DCD-333-111-000-0-0,,-0.003,,0.449,,1.9480000000000002,0.01,1.86,0.015,4.97229,0.00329373,4.1483,0.0069,rered,gaia2,4109.0,122.0,,,,,45.0278,,,,,,GIANT,,,197.167,3.656,0.0469202,0.0005788894999999999,0,,,,,0.00057239,0.000585389,schlegel,,,,,,,,,,,3.589,3.7230000000000003,bj2018,,,dered,5.83681,0.003034,4.12854,0.004999,1,,hipvmag,tycho2b3,,3.0796041616526497,2.96026228494265,95.659811380634,-69.9838968530513,0.08107900209755499,0.0941721187924296,0,0
310,9186,279569731,105.931,-57.660759,279569731,105.93099322401501,-57.66075675858521,0.0153422035670982,20190415,,8545-00411-1,162-009194,07034343-5739387,,J070343.53-573938.5,5.48087078648199e+18,27334648.0,,STAR,tmgaia2,tmgaia2,73.1245,0.0432478,10.4147,0.036516599999999996,gaia2,10.5891,0.0220168,gaia2,268.007773670035,-21.0847888944341,137.221854178504,-78.4606584260366,12.007,0.225,11.479000000000001,0.015,,,,,,,,,,,9.663,0.023,9.193,0.026000000000000002,9.097000000000001,0.022000000000000002,AAA-222-111-000-0-0,,9.027999999999999,0.023,9.093,0.02,9.033999999999999,0.024,8.856,0.278,11.1287,0.000421,10.5236,0.006,gbprp,spect,4916.02,110.459,4.64807,0.0820085,0.0310474,0.0498129,0.706709,0.0411332,0.81,0.09750189999999999,2.29489,0.5271170000000001,DWARF,0.2628034,0.0072534999999999995,94.1793,0.19675,,,167,0.03877433,,,0.01025318,,,,0.0694477,0.125556,0.045151300000000005,0.0371151,0.35886399999999996,0.6953699999999999,0.08052360000000001,0.08349329999999999,0.00690985,0.00759715,0.1964,0.1971,bj2018,92.7239,128.195,spect,11.6643,0.001505,10.4729,0.000944,1,,tycho2v3,tycho2b3,,0.765489443943945,0.566402845385667,105.931581788711,-57.6607119188819,0.0216040371385616,0.021164111313479998,1,0
312,5719,32151066,59.125035,-67.227143,32151066,59.125044914832294,-67.2271450615448,0.0156832960073044,20190415,,,114-003299,03562999-6713378,,J035630.19-671336.8,4.669188110034211e+18,32420789.0,,STAR,tmgaia2,tmgaia2,110.40100000000001,0.09764199999999999,81.2632,0.0971177,gaia2,7.34545,0.047622199999999996,gaia2,281.113004385686,-41.192720785151,342.676392705281,-77.99047772552771,14.665,0.016,13.370999999999999,0.08,,,,,,,,,,,11.026,0.024,10.423,0.027000000000000003,10.26,0.023,AAA-222-111-000-0-0,,10.138,0.022000000000000002,10.19,0.019,10.077,0.037000000000000005,8.855,,12.9302,0.00037999999999999997,12.1574,0.006,rered,gaia2,4297.0,119.522,4.59119,0.09942050000000001,,,0.686244,0.058251300000000006,0.67,0.07782710000000001,2.0731900000000003,0.6147130000000001,DWARF,0.1446483,0.00928628,135.613,0.8825,0.0439254,0.00997582,68,0.02960695,,,0.003610509,0.00907624,0.010875399999999999,schlegel,0.0749166,0.0807376,0.0395407,0.07696180000000001,0.47979700000000003,0.74963,0.10129099999999999,0.09755010000000001,0.00759696,0.0109756,0.877,0.888,bj2018,146.82,92.2248,dered,13.6829,0.00183,12.1047,0.000925,1,,ucac4,apassdr9,,1.81798250400166,1.5060187777566,59.126272927458,-67.2267951830166,0.0489858016231931,0.0457292056846379,1,0
313,13715,38515801,62.551508,-63.856126,38515801,62.551499499358705,-63.85612824402371,0.0157189505606333,20190415,,,131-003839,04101235-6351220,,J041012.42-635121.8,4.675988795611491e+18,29804963.0,,STAR,tmgaia2,tmgaia2,40.44,0.0842324,20.4781,0.09397989999999999,gaia2,12.1342,0.0444376,gaia2,276.261988792283,-41.530157836784795,0.472874087386159,-78.2808724782665,17.447,0.162,16.239,0.183,,,,,,,,,,,11.593,0.027999999999999997,11.001,0.024,10.737,0.023,AAA-222-111-000-0-0,,10.583,0.023,10.405,0.02,10.224,0.04,9.574,,14.5925,0.0011279999999999999,13.2666,0.00756057,cdwrf,cdwrf,3249.0,157.0,4.80811,0.00476593,,,0.42035,0.0126504,0.41425100000000004,0.0203788,5.577380000000001,0.229206,DWARF,0.01773845,0.004522427,82.2173,0.30265,,,53,1.4575899999999999e-05,,,0.003848793,,,,,,,,,,,,,,0.3015,0.3038,bj2018,,,cdwrf,16.214000000000002,0.00792,13.3517,0.002339,1,,ucac4,bpbj,cooldwarfs_v8,1.5389487859028101,1.4574403105313998,62.5518946562592,-63.856040074964895,0.0435762406364781,0.0468083154842049,1,0
316,67142,38586438,64.09022,-62.012890000000006,38586438,64.0902106825051,-62.0128901216405,0.0157469026701079,20190415,,,140-003916,04162165-6200463,,J041621.53-620047.1,4.676564802265852e+18,29807451.0,,STAR,tmgaia2,tmgaia2,-75.1483,0.0754686,-70.5667,0.07302389999999999,gaia2,15.9671,0.039383499999999995,gaia2,273.62910477216303,-41.619656364791204,9.961435391970381,-77.9837059936452,15.354000000000001,0.039,14.040999999999999,0.069,,,,,,,,,,,10.234,0.026000000000000002,9.589,0.023,9.391,0.024,AAA-222-111-000-0-0,,9.241,0.023,9.101,0.02,8.96,0.023,8.496,0.185,12.8422,0.0008410000000000001,11.6704,0.00728119,cdwrf,cdwrf,3471.0,157.0,4.7037,0.00945987,,,0.538706,0.0161216,0.534983,0.020367,3.42204,0.17716800000000002,DWARF,0.03795044,0.009185838,62.5159,0.1551,,,62,0.01513789,,,0.007056168000000001,,,,,,,,,,,,,,0.1547,0.1555,bj2018,,,cdwrf,14.1532,0.0024530000000000003,11.7228,0.00098,1,,ucac4,apassdr9,cooldwarfs_v8,1.36533469849835,1.13250321174602,64.0895212005928,-62.0131939522093,0.0389340847742148,0.0378524640127811,1,0
321,23338,300039724,107.82047800000001,-70.119445,300039724,107.820470105367,-70.1194414822677,0.0159304775732863,20190415,34706.0,9182-00628-1,100-018101,07111691-7007100,,J071116.90-700708.7,5.267467399281457e+18,33637292.0,,STAR,tmgaia2,tmgaia2,-20.3636,0.060185699999999995,90.8341,0.0732536,gaia2,5.739809999999999,0.0327319,gaia2,281.20934506029596,-23.743097082491698,216.511725220149,-82.5602371118265,7.774,0.019,6.77,0.03,,,,,,,,,,,5.105,0.02,4.629,0.076,4.479,0.016,EEE-111-111-00d-0-0,,4.356,0.31,4.177,0.171,4.368,0.015,4.306,0.023,6.49383,0.000426925,5.8911,0.006,rered,spect,4897.0,34.0,,,-0.15,0.03,12.3078,,,,,,GIANT,,,173.356,0.991,0.08201439999999999,,0,,,,,,,schlegel,,,,,,,,,,,,,bj2018,,,spect,7.02842,0.001529,5.85456,0.00173,1,,hipvmag,tycho2b3,,1.1400259059285,1.13603187312125,107.820212278846,-70.1190503911985,0.0287247568842928,0.0369501712951155,0,0
