#This line is totally irrelevant. And only the zeroth field for each mode matters...
16.34474,0.01,0.01,0.01,0.01,0.01,21.39898,0.01,0.01,0.01,0.01,0.01,20.9074,0.01,0.01,0.01,0.01,0.01,20.94355,0.01,0.01,0.01,0.01,0.01,22.6602,0.01,0.01,0.01,0.01,0.01,4.5627,0.01,0.01,0.01,0.01,0.01,4.5988,0.01,0.01,0.01,0.01,0.01,5.0542,0.01,0.01,0.01,0.01,0.01,11.2905,0.01,0.01,0.01,0.01,0.01,11.7459,0.01,0.01,0.01,0.01,0.01,11.7821,0.01,0.01,0.01,0.01,0.01,17.117,0.01,0.01,0.01,0.01,0.01,6.3155,0.01,0.01,0.01,0.01,0.01,1.2612,0.01,0.01,0.01,0.01,0.01,0.4916,0.01,0.01,0.01,0.01,0.01,15.2743,0.01,0.01,0.01,0.01,0.01,19.7835,0.01,0.01,0.01,0.01,0.01,20.0186,0.01,0.01,0.01,0.01,0.01,20.2424,0.01,0.01,0.01,0.01,0.01,20.4487,0.01,0.01,0.01,0.01,0.01,20.4552,0.01,0.01,0.01,0.01,0.01,26.4532,0.01,0.01,0.01,0.01,0.01,32.6895,0.01,0.01,0.01,0.01,0.01,37.2521,0.01,0.01,0.01,0.01,0.01,37.2883,0.01,0.01,0.01,0.01,0.01,37.7437,0.01,0.01,0.01,0.01,0.01,39.0049,0.01,0.01,0.01,0.01,0.01,41.8509,0.01,0.01,0.01,0.01,0.01,42.3064,0.01,0.01,0.01,0.01,0.01,42.798,0.01,0.01,0.01,0.01,0.01,49.0342,0.01,0.01,0.01,0.01,0.01,53.5969,0.01,0.01,0.01,0.01,0.01,53.633,0.01,0.01,0.01,0.01,0.01,54.0885,0.01,0.01,0.01,0.01,0.01,59.1427,0.01,0.01,0.01,0.01,0.01,65.379
