kic9790479
12.019663611,1.998e-06,0.08157,0.00044,2.606537,0.005419,15.039461343,2.734e-06,0.05956,0.00044,2.244201,0.007411,13.088698762,5.579e-06,0.02918,0.00044,0.532122,0.015129,17.168549074,7.588e-06,0.02145,0.00044,0.490212,0.020577,5.114395831,9.009e-06,0.01807,0.00044,2.160205,0.024423,20.011795267,7.768e-06,0.02105,0.00044,-2.669361,0.021057,15.776013777,1.0531e-05,0.01547,0.00044,0.299646,0.028548,12.600445299,1.2028e-05,0.01354,0.00044,-1.950984,0.03261,7.012232161,1.1971e-05,0.0136,0.00044,0.253887,0.032457
