kic8975515
13.972362228,2.943e-06,0.27582,0.00215,0.746004,0.007861,16.076329335,6.21e-06,0.1307,0.00215,0.612006,0.01659,17.734518571,9.374e-06,0.08661,0.00215,-0.671439,0.025037,15.514693989,1.1673e-05,0.06954,0.00215,0.247675,0.03118,7.832435524,3.2242e-05,0.02518,0.00215,0.203713,0.086119,21.904119109,3.2757e-05,0.02478,0.00215,-2.101675,0.087501,15.052509981,3.4404e-05,0.02359,0.00215,0.415185,0.091908,20.161042522,3.4384e-05,0.0236,0.00215,0.296799,0.091848,15.943414386,4.8941e-05,0.01659,0.00215,1.389397,0.130728
