f1,f1_err,f1_amplitude,f1_a_err,f1_phase,f1_p_err,f2,f2_err,f2_amplitude,f2_a_err,f2_phase,f2_p_err,f3,f3_err,f3_amplitude,f3_a_err,f3_phase,f3_p_err,f4,f4_err,f4_amplitude,f4_a_err,f4_phase,f4_p_err,f5,f5_err,f5_amplitude,f5_a_err,f5_phase,f5_p_err,f6,f6_err,f6_amplitude,f6_a_err,f6_phase,f6_p_err,f7,f7_err,f7_amplitude,f7_a_err,f7_phase,f7_p_err,f8,f8_err,f8_amplitude,f8_a_err,f8_phase,f8_p_err,f9,f9_err,f9_amplitude,f9_a_err,f9_phase,f9_p_err
13.947585449,7.212e-06,1.49196,0.02899,-0.761294,0.019437,15.68333017,7.867e-06,1.36738,0.029,-2.537223,0.021205,12.452575543,1.0396e-05,1.03472,0.02899,0.218294,0.028027,12.89054025,1.2906e-05,0.83371,0.02899,-1.456489,0.034782,17.305041408,1.5366e-05,0.69994,0.029,0.107297,0.041419,12.763347755,1.8319e-05,0.5874,0.02899,-1.4075,0.049372,14.203334766,2.9493e-05,0.36481,0.029,2.042253,0.07948,19.638881508,3.1147e-05,0.3453,0.02899,-2.274983,0.083972,15.226647036,3.7464e-05,0.28715,0.02899,-2.743978,0.100986
