Name,Porb, Porb_sig_p, Porb_sig_m, a1sini/c, a1sini/c_sig_p, a1sini/c_sig_m, e, e_sig_p, e_sig_m, phip, phip_sig_p, phip_sig_m, varpi, varpi_sig_p, varpi_sig_m, f(M)Msun, f(M)Msun_sig_p, f(M)Msun_sig_m, gradient, grad_sig_p, grad_sig_m, t_p, t_p_sig_p, t_p_sig_m, K1_ms, K1_ms_sig_p, K1_ms_sig_m, median_segment_size
kic3223460,1040.082727,20.501751,16.317919,255.998589,5.420859,5.444391,0.175923,0.042355,0.041414,0.592681,0.019992,0.022464,0.395339,0.118114,0.12788,0.0166517,0.0011798,0.0012489,-0.002554,0.016554,0.01477,55590.441921,27.772014,29.745892,5282.8,123.1,107.6
kic3346195,400.264036,0.597257,0.585208,241.027806,3.781883,3.746984,0.653729,0.022867,0.022739,0.87773,0.004418,0.004709,5.0566,0.029517,0.032722,0.0938407,0.0044258,0.0043855,-0.000132,0.003622,0.003667,55309.716122,1.864585,1.975396,9935.4,245.5,238.4
kic3426991,1075.883933,4.816756,4.666198,216.371783,1.899469,1.900459,0.273298,0.014592,0.014107,0.466941,0.007999,0.008656,0.372891,0.055425,0.060498,0.0093962,0.0002605,0.0002615,0.03569,0.002693,0.00264,55476.87971,9.82572,10.450397,4218.0,37.1,35.8
kic3542566,909.692995,1.82504,1.798255,259.039312,1.48477,1.476611,0.193494,0.010372,0.009867,0.827681,0.008376,0.014754,5.479819,0.04822,0.091892,0.0225523,0.0003979,0.0003961,-0.002026,0.002355,0.002349,55711.328078,7.831998,13.543327,6091.3,30.5,29.7
kic3546765,539.19682,1.259652,1.290708,168.636755,2.150675,2.129883,0.016855,0.017542,0.011213,0.468143,0.132637,0.186148,5.529586,0.834838,1.174693,0.0177111,0.0006829,0.0006762,-0.010254,0.003475,0.003597,55210.813607,71.528816,100.37851,6818.2,55.5,53.6
kic3641023,358.949293,1.198893,1.160967,44.480569,0.995306,1.027516,0.045174,0.043906,0.0299,0.55695,0.140121,0.211276,4.201137,0.886945,1.313311,0.0007334,4.95e-05,5.11e-05,-0.011915,0.001677,0.001734,55158.309329,50.310172,75.846549,2699.1,43.2,37.4
kic3650057,810.731515,2.124379,2.188169,207.454438,1.460996,1.384365,0.090179,0.013267,0.013133,0.159549,0.022252,0.01889,3.981242,0.140881,0.115946,0.0145847,0.000318,0.0003018,0.032002,0.003098,0.003265,55098.860152,18.168805,15.465772,5556.5,29.2,29.6
kic3655115,300.759565,0.48876,0.473873,255.289375,5.202826,5.077206,0.457152,0.032304,0.032939,0.139543,0.009195,0.010344,2.313842,0.060275,0.07675,0.1974886,0.0120905,0.0118005,0.012686,0.006172,0.00625,55000.361142,2.807057,3.148069,16460.0,379.8,371.6
kic3655513,274.60386,0.741074,0.746183,208.842978,7.560085,7.15148,0.527849,0.050992,0.051583,0.167292,0.0193,0.017746,2.178271,0.110997,0.124579,0.1296967,0.0141026,0.0133421,-0.058516,0.011235,0.011263,55004.331269,5.35177,4.929532,14083.8,608.7,589.4
kic3749833,1051.420003,4.844598,4.920706,201.773496,2.22296,2.225881,0.146723,0.020799,0.021465,0.444382,0.030663,0.015567,3.650829,0.200755,0.096729,0.0079785,0.0002741,0.0002741,0.003703,0.00408,0.003895,55436.740894,32.60733,17.080219,4138.9,39.2,38.0
kic3757814,2040.604403,275.90385,177.520878,252.792274,42.171654,25.768515,0.165458,0.093972,0.095709,0.95716,0.04075,0.061966,5.41206,0.097733,0.124172,0.0041654,0.002207,0.0017004,-0.006338,0.056363,0.069879,56922.69355,241.481238,259.591248,2663.8,325.9,309.8
kic3760002,458.125233,1.063072,1.060484,213.505553,7.612999,6.928011,0.770632,0.042268,0.040913,0.257017,0.005721,0.005734,1.904114,0.048881,0.046854,0.04979,0.0053311,0.0048524,0.003819,0.00565,0.005467,55076.138153,2.827838,2.833359,6475.6,439.3,414.2
