f1,f1_err,f1_amplitude,f1_a_err,f1_phase,f1_p_err,f2,f2_err,f2_amplitude,f2_a_err,f2_phase,f2_p_err,f3,f3_err,f3_amplitude,f3_a_err,f3_phase,f3_p_err,f4,f4_err,f4_amplitude,f4_a_err,f4_phase,f4_p_err,f5,f5_err,f5_amplitude,f5_a_err,f5_phase,f5_p_err,f6,f6_err,f6_amplitude,f6_a_err,f6_phase,f6_p_err,f7,f7_err,f7_amplitude,f7_a_err,f7_phase,f7_p_err,f8,f8_err,f8_amplitude,f8_a_err,f8_phase,f8_p_err,f9,f9_err,f9_amplitude,f9_a_err,f9_phase,f9_p_err
20.508071405,2.048e-06,0.34182,0.00186,-0.169379,0.005472,10.914781247,2.738e-06,0.25572,0.00186,-0.380747,0.007313,12.030568299,2.967e-06,0.2361,0.00186,-0.108066,0.007924,20.241673378,3.569e-06,0.19626,0.00186,-2.34127,0.00953,19.233878566,4.716e-06,0.14846,0.00186,0.950676,0.012598,22.492211177,5.301e-06,0.13211,0.00186,0.108978,0.014161,11.107051357,9.245e-06,0.07576,0.00186,-1.499808,0.024696,10.248060419,1.0392e-05,0.06739,0.00186,-2.703085,0.027757,11.479522382,1.3776e-05,0.05084,0.00186,-1.094865,0.036797
