55776.4832792,16.25,0.13
55779.5663084,-7.92,0.16
55784.5535207,-51.83,0.14
55792.5910891,15.04,0.15
56420.7034988,18.34,0.14
56428.5941338,-52.69,0.16
56432.6347073,7.47,0.14
56435.7043529,18.65,0.14
56457.6815417,-117.81,0.30
56462.4939552,2.33,0.10
56465.7105822,16.82,0.15
56467.4895272,14.01,0.14
56468.5260058,9.71,0.11
56469.6699753,-6.10,0.13
56471.5206016,-79.51,0.18
56473.4875121,-98.63,0.19
56474.5191181,-58.61,0.19
56476.4823192,-11.77,0.44
56482.5515499,14.90,0.15
56870.470792,-91.09,0.25
56871.4970389,-124.79,0.09
56872.4257027,-89.56,0.20
56931.4389858,-69.56,0.23
56932.3756473,-121.81,0.08
