#blah
15.237656912,2.137e-06,2.3876,0.01352,-1.832759,0.005707,13.849777075,4.252e-06,1.1997,0.01352,-1.081209,0.011357,13.37090449,4.752e-06,1.07345,0.01352,2.704866,0.012695,1.63920348,4.96e-06,1.02898,0.01352,-2.564696,0.013247,1.815436264,5.366e-06,0.95035,0.01353,1.031438,0.014333,15.932400175,5.807e-06,0.87876,0.01352,-1.715824,0.015505,13.055437906,7.365e-06,0.69273,0.01352,-1.824234,0.019672,14.949243711,7.409e-06,0.68867,0.01352,-1.733068,0.019788,2.01958647,7.681e-06,0.66421,0.01352,1.344053,0.02052,0.0162359
