f1,f1_err,f1_amplitude,f1_a_err,f1_phase,f1_p_err,f2,f2_err,f2_amplitude,f2_a_err,f2_phase,f2_p_err,f3,f3_err,f3_amplitude,f3_a_err,f3_phase,f3_p_err,f4,f4_err,f4_amplitude,f4_a_err,f4_phase,f4_p_err,f5,f5_err,f5_amplitude,f5_a_err,f5_phase,f5_p_err,f6,f6_err,f6_amplitude,f6_a_err,f6_phase,f6_p_err,f7,f7_err,f7_amplitude,f7_a_err,f7_phase,f7_p_err
15.383002605,2.9e-07,4.57753,0.00352,-0.487085,0.000774,20.262896742,5.56e-07,2.38767,0.00352,-1.064115,0.001484,14.856628528,5.107e-06,0.25975,0.00352,-2.50548,0.013641,13.284846724,6.728e-06,0.19717,0.00352,1.891459,0.017969,20.804780509,8.356e-06,0.15876,0.00352,0.994571,0.022319,15.532174918,0.006370952,-0.0006,0.00352,-3.170617,17.018882,12.56784406,1.3466e-05,0.09853,0.00352,-2.194311,0.035953,15.239418054,0.000836507,0.00063,0.00352,-4.34652,2.234535
