kic5705575
20.535844333,1.44e-06,1.70965,0.00647,1.032408,0.003825,26.667464695,2.3e-06,1.07038,0.00648,2.067026,0.006109,20.27851195,2.635e-06,0.93389,0.00648,0.944781,0.007,25.277571881,2.922e-06,0.84234,0.00648,1.036459,0.007763,22.395460137,5.846e-06,0.42107,0.00648,-1.876397,0.015532,21.356569207,7.685e-06,0.32029,0.00648,-0.438868,0.020418,23.9948006,9.097e-06,0.27067,0.00647,-0.058379,0.024168,24.784111246,9.157e-06,0.26856,0.00648,-0.778749,0.024327,25.829941564,1.0257e-05,0.23994,0.00648,2.773331,0.02725
