kic6756386
8.964400802,1.574e-06,1.032,0.004,0.7245,0.0043,18.432356295,2.098e-06,0.775,0.004,-0.9256,0.0058,13.486265533,5.103e-06,0.319,0.004,1.4363,0.0141,16.929387636,5.2e-06,0.313,0.004,-1.5613,0.0144,10.165557288,6.547e-06,0.248,0.004,0.6806,0.0181,20.940315644,7.988e-06,0.204,0.004,-3.1427,0.0221,15.627050302,8.106e-06,0.201,0.004,2.3576,0.0224,5.095133366,9.285e-06,0.175,0.004,1.7162,0.0256,7.899205185,9.894e-06,0.164,0.004,2.4617,0.0273
