;each 6 entries are freq(c/d),f_err(c/d),amp(mmag),amp_err(mmag),phase(cos,-pi..+pi),phi_err
16.344754661,4.26e-07,51.90974,0.05611,-0.159743,0.001081,21.399002666,2.013e-06,10.98276,0.05613,-2.883284,0.005108
