#this row doesn't even matter
0.55787,0.0001,0.00013,0.0001,0.17035,0.0001,0.55104,0.0001,6.0e-05,0.0001,0.95662,0.0001,0.56473,0.0001,6.0e-05,0.0001,0.38859,0.0001,0.66671,0.0001,0.00013,0.0001,0.42835,0.0001,0.67356,0.0001,8.0e-05,0.0001,0.53869,0.0001,0.74334,0.0001,4.0e-05,0.0001,0.04951,0.0001,0.77554,0.0001,4.0e-05,0.0001,0.43822,0.0001,0.86933,0.0001,2.0e-05,0.0001,0.3605,0.0001,0.8804,0.0001,2.0e-05,0.0001,0.77653,0.0001,0.97816,0.0001,3.0e-05,0.0001,0.05658,0.0001,1.11572,0.0001,7.0e-05,0.0001,0.56123,0.0001,1.11038,0.0001,0.0,0.0001,0.26374,0.0001,1.10219,0.0001,1.0e-05,0.0001,0.97081,0.0001,1.18078,0.0001,2.0e-05,0.0001,0.94595,0.0001,1.21776,0.0001,2.0e-05,0.0001,0.4188,0.0001,1.22461,0.0001,0.00011,0.0001,0.23979,0.0001,1.23144,0.0001,7.0e-05,0.0001,0.6803,0.0001,1.30284,0.0001,1.0e-05,0.0001,0.73068,0.0001,1.33349,0.0001,2.0e-05,0.0001,0.92769,0.0001,1.42723,0.0001,6.0e-05,0.0001,0.01079,0.0001,1.44912,0.0001,2.0e-05,0.0001,0.47764,0.0001,1.53603,0.0001,3.0e-05,0.0001,0.73614,0.0001,1.67438,0.0001,3.0e-05,0.0001,0.50737,0.0001,1.7825,0.0001,0.00018,0.0001,0.12033,0.0001,1.89135,0.0001,3.0e-05,0.0001,0.21317,0.0001,1.98512,0.0001,7.0e-05,0.0001,0.64184,0.0001,2.09393,0.0001,6.0e-05,0.0001,0.73551,0.0001,2.05092,0.0001,1.0e-05,0.0001,0.54915,0.0001,2.23158,0.0001,1.0e-05,0.0001,0.95545,0.0001,2.28323,0.0001,2.0e-05,0.0001,0.2801,0.0001,2.44924,0.0001,2.0e-05,0.0001,0.37328,0.0001,2.65183,0.0001,4.0e-05,0.0001,0.79431,0.0001,2.96328,0.0001,2.0e-05,0.0001,0.53889,0.0001,1.11635,0.0001,3.0e-05,0.0001,0.79997,0.0001,9.69015,0.0001,3.0e-05,0.0001,0.81148,0.0001,9.799,0.0001,2.0e-05,0.0001,0.36746,0.0001,9.87562,0.0001,2.0e-05,0.0001,0.97879,0.0001,9.13068,0.0001,1.0e-05,0.0001,0.27938,0.0001,9.02347,0.0001,1.0e-05,0.0001,0.61301,0.0001,9.99129,0.0001,1.0e-05,0.0001,0.6758,0.0001,10.13923,0.0001,2.0e-05,0.0001,0.14852,0.0001,10.24806,0.0001,7.0e-05,0.0001,0.55501,0.0001,10.54914,0.0001,3.0e-05,0.0001,0.88418,0.0001,10.72773,0.0001,2.0e-05,0.0001,0.79545,0.0001,10.80596,0.0001,6.0e-05,0.0001,0.88811,0.0001,10.91478,0.0001,0.00026,0.0001,0.98674,0.0001,11.10705,0.0001,8.0e-05,0.0001,0.10929,0.0001,11.36387,0.0001,2.0e-05,0.0001,0.35948,0.0001,11.47953,0.0001,5.0e-05,0.0001,0.56939,0.0001,11.66492,0.0001,2.0e-05,0.0001,0.639,0.0001,11.65814,0.0001,2.0e-05,0.0001,0.5908,0.0001,11.78412,0.0001,1.0e-05,0.0001,0.16689,0.0001,12.03057,0.0001,0.00024,0.0001,0.20487,0.0001,12.12938,0.0001,2.0e-05,0.0001,0.06461,0.0001,12.22282,0.0001,2.0e-05,0.0001,0.46573,0.0001,12.34202,0.0001,2.0e-05,0.0001,0.78975,0.0001,12.68729,0.0001,3.0e-05,0.0001,0.48568,0.0001,12.69726,0.0001,1.0e-05,0.0001,0.30539,0.0001,12.89989,0.0001,2.0e-05,0.0001,0.11771,0.0001,13.14632,0.0001,2.0e-05,0.0001,0.1142,0.0001,13.2452,0.0001,3.0e-05,0.0001,0.12516,0.0001,13.80308,0.0001,1.0e-05,0.0001,0.7236,0.0001,11.47269,0.0001,4.0e-05,0.0001,0.34631,0.0001,12.03753,0.0001,2.0e-05,0.0001,0.43122,0.0001,17.544,0.0001,2.0e-05,0.0001,0.56955,0.0001,19.88695,0.0001,3.0e-05,0.0001,0.59854,0.0001,20.00227,0.0001,2.0e-05,0.0001,0.40629,0.0001,20.98981,0.0001,2.0e-05,0.0001,0.42436,0.0001,21.46031,0.0001,1.0e-05,0.0001,0.14057,0.0001,16.20428,0.0001,1.0e-05,0.0001,0.34542,0.0001,16.10032,0.0001,1.0e-05,0.0001,0.57187,0.0001,11.47272,0.0001,1.0e-05,0.0001,0.85831,0.0001,11.47952,0.0001,1.0e-05,0.0001,0.65741,0.0001,11.65817,0.0001,0.0,0.0001,0.80894,0.0001,11.6649,0.0001,1.0e-05,0.0001,0.9083,0.0001,11.67184,0.0001,1.0e-05,0.0001,0.92523,0.0001,11.48639,0.0001,1.0e-05,0.0001,0.52168,0.0001
