54958.39221
0,124.1222749,8.918675876
11.11621,136.3791541,8.892866029
21.12896,139.5407359,8.127963
31.14168,141.8907057,8.906122433
41.15437,115.21128,12.15052168
51.14659,135.2020404,8.864030249
63.32518,118.5180176,8.918675876
73.33774,102.9223484,8.116586232
83.35024,85.47617272,8.892866029
93.21966,64.16707853,8.918675876
103.47726,33.73462627,8.892866029
113.48961,14.7701231,8.941861725
123.50192,-7.688104824,8.864030249
133.51416,-23.82731285,9.732774663
143.52637,-55.48290141,8.941861725
153.53855,-75.68920202,8.892866029
163.55071,-89.17085756,8.930574306
173.56286,-106.8976031,8.918675876
183.57499,-116.358014,8.127963
193.58713,-107.4495303,9.707430775
203.59929,-122.3020041,8.906122433
213.61146,-113.3352103,8.116586232
223.62366,-98.03815039,10.60033922
233.63591,-92.0768302,8.906122433
243.23953,-75.40232036,8.918675876
323.11507,89.40302976,8.127963
333.1278,106.1944161,8.941861725
343.14056,119.5293535,8.918675876
353.15333,119.6201082,8.930574306
363.16611,137.9285709,9.707430775
373.17888,139.0456148,8.878854352
383.19165,137.7144529,8.941861725
393.20439,132.658023,9.69377242
403.21711,119.5864751,8.892866029
413.22979,100.9376876,9.720417346
423.24244,88.79724163,9.707430775
433.25504,73.00256401,8.116586232
443.26761,37.08383185,9.707430775
453.28012,21.79412121,8.952578568
463.29258,-2.752372303,8.878854352
473.30498,-27.0667709,9.732774663
483.31733,-47.13704467,8.892866029
493.32964,-67.9594217,8.906122433
503.34189,-87.65319721,10.46438199
513.35411,-105.2439274,8.878854352
523.3663,-114.2668671,8.906122433
533.37847,-126.9997054,9.679396183
543.39062,-125.8180206,8.116586232
553.40276,-123.3701031,8.918675876
563.4149,-124.1141132,9.732774663
573.42705,-111.5529747,8.831688711
583.43923,-93.84747471,9.679396183
591.30595,-43.68635775,11.33623505
688.12027,122.2286692,8.878854352
698.13299,132.9755803,9.679396183
708.16617,139.765319,8.127963
718.17894,140.0917871,9.648285644
728.19171,133.6884113,8.941861725
738.20449,126.3073549,8.091733685
748.21727,110.7603734,9.720417346
758.23003,103.2667117,8.918675876
768.24276,83.34905952,8.116586232
778.25546,59.13893285,9.707430775
788.26813,32.28772033,8.864030249
798.28077,12.19565917,8.892866029
808.29336,-2.243819763,9.679396183
818.3059,-36.93765336,8.878854352
828.3184,-57.34758822,8.892866029
838.33085,-80.15580895,9.707430775
848.34324,-88.83626396,8.878854352
858.35559,-108.6246606,8.906122433
868.36788,-120.8794963,8.930574306
878.38011,-127.5783666,8.906122433
888.3923,-133.0444257,9.707430775
898.40449,-132.5842107,8.892866029
908.41665,-119.8398166,8.941861725
918.42879,-105.4685445,9.69377242
928.44093,-91.59938678,8.878854352
938.45308,-71.90877263,9.720417346
948.46522,-67.61490099,11.2644382
958.47739,-28.77789891,8.906122433
968.21376,-0.535564601,9.744542006
1062.36167,139.5407359,9.732774663
1072.3744,136.3601969,8.952578568
1082.38715,127.1640867,9.744542006
1092.39991,120.4881404,9.744542006
1102.41269,96.34650388,8.930574306
1112.42547,78.67705392,9.786398863
1122.43824,64.00659604,8.952578568
1132.451,33.03139275,8.972446396
1142.46373,7.593403617,9.786398863
1152.47643,-24.91332086,38.46600557
1160.78285,-65.42780926,11.40442928
1176.01634,-63.19778668,9.786398863
1186.02891,-87.87772944,8.941861725
1196.04143,-108.8916314,9.786398863
1205.98238,-116.0723343,8.941861725
1216.80192,-113.1452659,9.720417346
1226.81428,-118.9679912,9.776654107
1236.84703,-125.3237922,8.941861725
1246.85928,-128.7306945,10.59054296
1256.87148,-124.5779923,9.755755696
1266.88368,-104.8230207,8.930574306
1276.89584,-85.3785631,10.5468363
1284.66037,-51.88203405,12.16293951
1298.06437,-54.37496032,8.941861725
1308.07651,-28.30631359,9.755755696
1318.08866,7.60202536,8.906122433
1328.10084,34.97606445,8.952578568
1338.11304,59.49026917,8.981663251
1344.43709,61.49153807,15.52972287
1438.85082,93.50350884,9.732774663
1448.86356,71.13945142,9.707430775
1458.87631,71.40852992,12.95200706
1464.75115,26.94968637,20.82650817
