f1,f1_err,f1_amplitude,f1_a_err,f1_phase,f1_p_err,f2,f2_err,f2_amplitude,f2_a_err,f2_phase,f2_p_err,f3,f3_err,f3_amplitude,f3_a_err,f3_phase,f3_p_err,f4,f4_err,f4_amplitude,f4_a_err,f4_phase,f4_p_err,f5,f5_err,f5_amplitude,f5_a_err,f5_phase,f5_p_err,f6,f6_err,f6_amplitude,f6_a_err,f6_phase,f6_p_err,f7,f7_err,f7_amplitude,f7_a_err,f7_phase,f7_p_err,f8,f8_err,f8_amplitude,f8_a_err,f8_phase,f8_p_err,f9,f9_err,f9_amplitude,f9_a_err,f9_phase,f9_p_err
18.450566981,3.524e-06,0.642,0.006,3.1164,0.0096,16.99028309,6.836e-06,0.331,0.006,-1.6962,0.0185,20.126323186,7.736e-06,0.292,0.006,2.5005,0.021,13.963500052,9.154e-06,0.247,0.006,-0.7045,0.0248,12.413126664,9.903e-06,0.229,0.006,1.0846,0.0269,13.744939479,1.1582e-05,0.195,0.006,-2.9137,0.0314,18.826415087,1.6493e-05,0.137,0.006,2.4479,0.0447,12.009857135,1.9313e-05,0.117,0.006,-2.3161,0.0524,21.952095717,1.8352e-05,0.124,0.006,-2.2926,0.0498
