kic5709664
19.440055606,7.74e-07,0.759,0.002,-3.0617,0.0021,16.25960091,8.32e-07,0.706,0.002,-1.4033,0.0022,22.558024832,1.531e-06,0.384,0.002,-2.6143,0.0041,19.123846283,2.014e-06,0.292,0.002,0.1106,0.0054,22.075405643,2.234e-06,0.263,0.002,0.9397,0.006,27.87541636,2.179e-06,0.27,0.002,-0.3867,0.0058,17.919904337,3.04e-06,0.193,0.002,0.6473,0.0081,18.452354434,3.157e-06,0.186,0.002,2.3763,0.0084,25.555143086,3.182e-06,0.185,0.002,-2.489,0.0085,0.0105285,1.1e-05
