stufffffff
8.223425291,3.45e-07,19.53068,0.01785,-1.242305,0.000921,7.241919406,6.35e-07,10.6021,0.01785,2.890344,0.001697,7.787142326,6.35e-07,10.60458,0.01785,-0.514529,0.001697,7.993455882,1.563e-06,4.31067,0.01785,1.047575,0.004174
