f1,f1_err,f1_amplitude,f1_a_err,f1_phase,f1_p_err,f2,f2_err,f2_amplitude,f2_a_err,f2_phase,f2_p_err,f3,f3_err,f3_amplitude,f3_a_err,f3_phase,f3_p_err,f4,f4_err,f4_amplitude,f4_a_err,f4_phase,f4_p_err
16.676217039,4.97e-07,3.43317,0.00452,-1.008052,0.001327,16.132340629,2.919e-06,0.58404,0.00452,-0.321909,0.007798,19.568355884,4.219e-06,0.40419,0.00452,-0.977154,0.01127,22.804383409,4.856e-06,0.35129,0.00452,-2.226019,0.01297
