kic8311110
13.69117537,1.352e-06,2.03006,0.00727,1.09636,0.00361,13.237421064,1.811e-06,1.51437,0.00727,-0.645857,0.00484,14.934864659,2.435e-06,1.12681,0.00727,0.284314,0.006504,14.759080497,2.703e-06,1.01495,0.00727,-2.97635,0.007223,21.85908697,2.983e-06,0.92016,0.00727,-2.06824,0.007968,10.403691853,3.134e-06,0.87484,0.00727,2.561742,0.008375,16.724224354,3.675e-06,0.74653,0.00727,-2.378242,0.009818,16.942311644,3.841e-06,0.71429,0.00727,2.353545,0.01026,23.09804154,5.366e-06,0.51115,0.00727,-2.707301,0.014335
